Diện tích sử dụng,Diện tích đất,Mã BĐS,Ngày đăng,Nhà tắm,Pháp lý,Phòng ngủ,address,loai_hinh,mo_gioi_link,mo_gioi_phone,mo_gioi_ten,price,title,url
50 m2,50 m2,22671724,18/03/2025,,Sổ đỏ,,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn,0948795586,Gửi tin nhắn,15 tỷ,"Bán Nhà mặt tiền, phố Trần Phú",https://mogi.vn/quan-ha-dong/mua-nha-mat-tien-pho/ban-nha-mat-pho-tran-phu-ha-dong-3-tang-dien-tich-50-m2-15-ty-id22671724
33 m2,"33 m2(3,6x9,1)",22664279,17/03/2025,5,Sổ hồng,3,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,5 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Thượng Thanh",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/thuong-thanh-long-bie-dien-tich-33m2-nha-xay-moi-tinh-6-tang-gia-id22664279
43 m2,"43 m2(4,6x8,7)",22665264,17/03/2025,5,Sổ hồng,4,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,7 tỷ,"Bán Nhà hẻm, ngõ Thượng Thanh",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/gia-tot-nha-dep-thuong-thanh-6-tang-4-ngu-moi-tinh-nhinh-7-ty-id22665264
54 m2,"54 m2(6,1x8,8)",22489637,17/03/2025,6,Sổ hồng,5,"Hoa Lâm, Phường Giang Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,7 tỷ,"Bán Nhà hẻm, ngõ Hoa Lâm",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/hot-qua-can-ba-n-nhanh-can-nha-tuyet-dep-hoa-lam-dt54-5t-hon-7ty-id22489637
44 m2,"44 m2(3,5x12,5)",22490462,17/03/2025,5,Sổ hồng,4,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,11 tỷ,"Bán Nhà mặt tiền, phố Ngô Gia Tự",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/ha-soc-500tr-gia-cuc-tot-vua-tam-tien-duoc-nha-pho-hot-qua-hiem-ca-id22490462
125 m2,"125 m2(6x20,8)",22492775,17/03/2025,10,Sổ hồng,9,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,30 tỷ 300 triệu,"Bán Nhà mặt tiền, phố Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/sieu-pham-toa-nha-7-tang-9-phong-hoa-hau-mat-pho-khu-vip-dt60tr-th-id22492775
33 m2,"33 m2(5,6x5,7)",22553000,17/03/2025,4,Sổ hồng,3,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,4 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Ngô Gia Tự",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ngo-gia-tu-dt33m2-5t-mt5-6m-nhinh-4-5-ty-long-bien-id22553000
78 m2,"78 m2(4,5x17,4)",22556714,17/03/2025,9,Sổ hồng,8,"Gia Thượng, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,25 tỷ,"Bán Nhà mặt tiền, phố Gia Thượng",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/mat-pho-gia-thuong-ngoc-thuy-lb-dt78m2-6t-nhinh-25ty-dam-phan-id22556714
94 m2,"94 m2(6,5x11)",22558711,17/03/2025,4,Sổ hồng,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,18 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-phan-lo-duong-thong-via-he-o-to-tranh-vi-tri-dac-dia-id22558711
35 m2,"35 m2(3,9x9)",22565079,17/03/2025,4,Sổ hồng,3,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,5 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Thượng Thanh",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/thuong-thanh-long-bien-dt35m2-5t-mt3-9-gia-chao-5-5-ty-dam-phan-id22565079
1238 m2,1238 m2(40x31),22566157,17/03/2025,7,Sổ hồng,6,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,230 tỷ,"Bán Biệt thự, liền kề Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-biet-thu-lien-ke/hiem-dat-vang-ngoc-thuy-dien-tich-khung-3-mat-thoang-dt-phan-lo-id22566157
85 m2,"85 m2(5,4x15,6)",22568317,17/03/2025,9,Sổ hồng,8,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,26 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/chu-can-thanh-khoan-nhanh-ha-chao-1-5-ty-gia-moi-26-5-ty-id22568317
42 m2,"42 m2(3,7x11,3)",22570845,17/03/2025,4,Sổ hồng,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,6 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/sieu-pham-ngoc-thuy-nha-dep-oto-gui-gan-1-buoc-ra-o-to-tranh-id22570845
85 m2,"85 m2(4,5x18,9)",22573848,17/03/2025,,Sổ hồng,,"Chu Huy Mân, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,12 tỷ 500 triệu,Bán Đất thổ cư Chu Huy Mân,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/b-a-n-d-a-t-chu-huy-man-phuc-dong-lb-dt85-c4-mt4-5-gia-chao-12-5-ty-id22573848
45 m2,"45 m2(4x11,1)",22581711,17/03/2025,5,Sổ hồng,6,"Lý Sơn, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,8 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Lý Sơn",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ly-son-thuong-thanh-dt45m2-6t-mt4-gia-chao-8-8-ty-dam-phan-id22581711
110 m2,110 m2(65x17),22584045,17/03/2025,9,Sổ hồng,9,"Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,12 tỷ 900 triệu,"Bán Nhà hẻm, ngõ Đức Giang",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/duc-giang-long-bien-dt110-m2-6t-mt6-5-gia-chao-12-9ty-dam-phan-id22584045
200 m2,"200 m2(7,7x26)",22588064,17/03/2025,7,Sổ hồng,6,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,42 tỷ,"Bán Nhà mặt tiền, phố Ngô Gia Tự",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/ngo-gia-tu-duc-giang-long-bien-dt167-200m2-5t-mt7-7-gia-chao-46-5-t-id22588064
110 m2,90 m2(5x18),22592733,17/03/2025,9,Sổ hồng,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,43 tỷ 600 triệu,"Bán Nhà mặt tiền, phố Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/ngoc-thuy-ktdc-dam-nam-long-bien-dt90-110t2m2-7t-mt18-gia-chao-id22592733
98 m2,"98 m2(7,4x13,2)",22595659,17/03/2025,,Sổ hồng,,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,8 tỷ 600 triệu,Bán Đất thổ cư Thượng Thanh,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/thuong-thanh-long-bien-dien-tich-98m2-cap-4-mat-tien-7-4m-gia-cha-id22595659
240 m2,240 m2(10x24),22643745,17/03/2025,5,Sổ hồng,4,"Bùi Thiện Ngộ, Phường Giang Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,60 tỷ,"Bán Biệt thự, liền kề Bùi Thiện Ngộ",https://mogi.vn/quan-long-bien/mua-nha-biet-thu-lien-ke/biet-thu-viet-hung-giang-bien-dien-tich-240m2-4-tang-mat-tien-10-id22643745
39 m2,"39 m2(4x9,8)",22662224,17/03/2025,4,Sổ hồng,4,"Lệ Mật, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,6 tỷ,"Bán Nhà hẻm, ngõ Lệ Mật",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/le-mat-viet-hung-long-bien-ha-noi-dt-39-5t-mt4-nhinh-6ty-dam-phan-id22662224
222 m2,222 m2(10x22),22665045,17/03/2025,5,Sổ hồng,6,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,26 tỷ,"Bán Nhà mặt tiền, phố Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/ngoc-thuy-dien-tich-170-222m2-4-tang-mt-10-nhinh-26-ty-dam-phan-id22665045
118 m2,"118 m2(6x19,6)",22666003,17/03/2025,3,Sổ hồng,3,"Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,14 tỷ,"Bán Biệt thự, liền kề Đức Giang",https://mogi.vn/quan-long-bien/mua-nha-biet-thu-lien-ke/ngo-gia-tu-duc-giang-long-bien-dien-tich-dat-118m2-nha-2-tang-id22666003
95 m2,95 m2(95x19),22435800,17/03/2025,4,Sổ hồng,6,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,14 tỷ,"Bán Nhà mặt tiền, phố Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/can-b-a-n-nhanh-can-n-h-a-ngoc-thuy-mat-pho-dt95-5t-mt5-nhinh-14-ty-id22435800
100 m2,100 m2(4x25),22457867,17/03/2025,5,Sổ hồng,4,"Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,17 tỷ,"Bán Nhà hẻm, ngõ Nguyễn Văn Cừ",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/tuyet-dinh-cung-dien-5sao-doc-nhat-vo-nhi-giua-long-thu-do-thang-may-id22457867
62 m2,"62 m2(4,5x13,8)",22458151,17/03/2025,6,Sổ hồng,6,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,12 tỷ,"Bán Nhà hẻm, ngõ Thượng Thanh",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/sieu-pham-phan-lo-ga-ra-o-to-thang-may-xin-gieng-troi-cuc-hiem-id22458151
118 m2,"118 m2(3,9x30,1)",22468749,17/03/2025,6,Sổ hồng,5,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,19 tỷ 600 triệu,"Bán Nhà mặt tiền, phố Ngô Gia Tự",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/sieu-pham-hiem-mat-pho-lon-via-he-da-bong-o-kd-lam-vp-id22468749
41 m2,"41 m2(3,4x12,1)",22476511,17/03/2025,5,Sổ hồng,4,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,5 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/sieu-pham-nha-dep-o-to-tranh-dan-xayw-ngo-thong-gan-pho-gan-truong-id22476511
214 m2,"214 m2(8,7x24,6)",22481461,17/03/2025,1,Sổ hồng,1,"278 Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,42 tỷ,"Bán Nhà mặt tiền, phố Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/mat-pho-vip-bom-tan-hiem-ngoc-thuy-lb-dt-214m-1t-nhinh-42ty-id22481461
51 m2,"51 m2(4,4x11,5)",22517371,17/03/2025,5,Sổ hồng,5,"Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,7 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Nguyễn Văn Cừ",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/dep-qua-dep-khong-ti-vet-nhanh-can-nha-dt-51m-5t-chi-7-5ty-id22517371
65 m2,"65 m2(4,5x13,5)",22547728,17/03/2025,2,Sổ hồng,3,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,8 tỷ 300 triệu,"Bán Nhà hẻm, ngõ Thanh Am",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/lo-goc-phan-lo-via-he-rong-ngo-to-hon-pho-phu-hop-xd-van-phong-id22547728
44 m2,"44 m2(3,4x12,9)",22547872,17/03/2025,3,Sổ hồng,4,"Hoa Lâm, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,6 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Hoa Lâm",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/hang-hiem-phan-lo-o-to-tranh-2-mat-tien-o-to-7-cho-vao-nha-full-nt-id22547872
165 m2,"165 m2(9,2x17,9)",22551814,17/03/2025,5,Sổ hồng,5,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,17 tỷ 300 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ngoc-thuy-lb-dt165-3t-mt9-2-gia-chao-17-3-ty-dam-phan-id22551814
145 m2,"145 m2(4,5x32,2)",22611753,17/03/2025,1,Sổ hồng,1,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,22 tỷ,"Bán Nhà mặt tiền, phố Ngô Gia Tự",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/ngo-gia-tu-mat-pho-dt90-145-8m2-c4-mt-4-5-gia-chao-22-ty-dam-phan-id22611753
141 m2,"141 m2(8x17,8)",22614477,17/03/2025,14,Sổ hồng,12,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,35 tỷ,"Bán Biệt thự, liền kề Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-biet-thu-lien-ke/ngoc-thuy-long-bien-141m2-6t-mt8-gia-chao-35-ty-dam-pham-id22614477
41 m2,"41 m2(4x10,1)",22669108,17/03/2025,5,Sổ hồng,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,9 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-dep-ngoc-thuy-long-bien-dt41m2-6t-lo-goc-nhinh-9ty-dam-pha-id22669108
41 m2,"41 m2(5x8,2)",22667825,17/03/2025,5,Sổ hồng,3,"Giang Biên, Phường Giang Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,7 tỷ 900 triệu,"Bán Nhà hẻm, ngõ Giang Biên",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-giang-bien-chu-can-ban-gap-ha-chao-200tr-gia-moi-7-9-ty-id22667825
60 m2,"60 m2(4,5x13,3)",22652133,17/03/2025,4,Sổ hồng,3,"Hoa Lâm, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,7 tỷ,"Bán Nhà hẻm, ngõ Hoa Lâm",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-hoa-lam-viet-hung-lb-dien-tich-60m2-nha-4-tang-mat-tien-id22652133
51 m2,"51 m2(4,5x11,3)",22651894,17/03/2025,6,Sổ hồng,5,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,13 tỷ,"Bán Nhà hẻm, ngõ Ngô Gia Tự",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-o-gia-tu-duc-giang-long-bien-dt51m3-7t-mt4-5-nhinh-13ty-dam-id22651894
51 m2,"51 m2(3,3x13,5)",22645664,17/03/2025,5,Sổ hồng,3,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,9 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Ngô Gia Tự",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-ngo-gia-tu-du-giang-dien-tich-51m2-6-tang-gia-chao-9-id22645664
79 m2,"79 m2(4,5x17,8)",22609321,17/03/2025,5,Sổ hồng,4,"Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,18 tỷ 900 triệu,"Bán Biệt thự, liền kề Đức Giang",https://mogi.vn/quan-long-bien/mua-nha-biet-thu-lien-ke/ban-nha-khu-binh-minh-duc-giang-dt-79m2-5t-mt4-5-gia-chao-18-9-ty-id22609321
98 m2,"98 m2(4,5x21,8)",22585808,17/03/2025,8,Sổ hồng,6,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,31 tỷ,"Bán Nhà mặt tiền, phố Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/ngoc-thuy-long-bien-dt98m2-6t-mt4-5-gia-chao-31ty-dam-phan-id22585808
65 m2,"65 m2(4,2x15,5)",22581026,17/03/2025,,Sổ hồng,,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,8 tỷ,Bán Đất thổ cư Ngọc Thụy,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ngoc-thuy-long-bien-dt65-c4-mt4-2m-nhinh-8-ty-dam-phan-id22581026
37 m2,"37 m2(3,65x10,5)",22579584,17/03/2025,4,Sổ hồng,4,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,5 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-ngoc-thuy-long-bien-dt37m2-4t-mt3-65-gia-chao-5-ty-dam-phan-id22579584
130 m2,"130 m2(4,7x27,6)",22579095,17/03/2025,,Sổ hồng,,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,25 tỷ,Bán Đất thổ cư Ngọc Thụy,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-ngoc-thuy-long-long-dien-tich-125m2-cap-4-mat-tien-4-9m-gia-id22579095
43 m2,"43 m2(3,2x13,4)",22576706,17/03/2025,4,Sổ hồng,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,6 tỷ 850 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ngoc-thuy-long-bie-dt43m2-5t-gia-chao-6-85-ty-dam-phan-id22576706
160 m2,"160 m2(7,3x22)",22574033,17/03/2025,7,Sổ hồng,9,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,19 tỷ 500 triệu,"Bán Biệt thự, liền kề Thượng Thanh",https://mogi.vn/quan-long-bien/mua-nha-biet-thu-lien-ke/thuong-thanh-long-bien-dt160m2-5t-lo-goc-gia-chao-19-5-ty-dam-phan-id22574033
92 m2,"92 m2(3,8x24,2)",22573150,17/03/2025,9,Sổ hồng,8,"Chu Huy Mân, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,19 tỷ,"Bán Nhà mặt tiền, phố Chu Huy Mân",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/chu-huy-man-phuc-dong-lb-dt-92m2-7t-gia-chao-19-ty-dam-pan-id22573150
44 m2,44 m2(4x11),22550663,17/03/2025,5,Sổ hồng,4,"Kim Quan, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,5 tỷ 200 triệu,"Bán Nhà hẻm, ngõ Kim Quan",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/kim-quan-viet-hung-lb-td46m2-4t-lo-goc-gia-chao-5-2-ty-dam-phan-id22550663
105 m2,"105 m2(4,8x21,8)",22564640,17/03/2025,4,Sổ hồng,3,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,13 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Ngô Gia Tự",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nhag-ngo-gia-tu-dt105m2-3t-mt-4-8-gia-chao-13-5-ty-dam-ph-id22564640
200 m2,"210 m2(10x20,5)",22548421,17/03/2025,5,Sổ hồng,4,"Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,35 tỷ,"Bán Biệt thự, liền kề Việt Hưng",https://mogi.vn/quan-long-bien/mua-nha-biet-thu-lien-ke/ngo-huy-quynh-kdtm-vh-dt-210m2-5t-mt10-gia-35-ty-dam-phan-id22548421
198 m2,"198 m2(7x29,6)",22547318,17/03/2025,5,Sổ hồng,7,"Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,42 tỷ,"Bán Nhà mặt tiền, phố Nguyễn Văn Cừ",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/sieu-pham-mat-pho-mat-tien-vip-hiem-dong-tien-cuc-khung-kd-tap-na-id22547318
35 m2,"35 m2(4,3x8,1)",22544177,17/03/2025,4,Sổ hồng,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,4 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ngoc-thuy-long-bien-dt35m2-5t-mt4-3-gia-chao-4-5-ty-dam-phan-id22544177
49 m2,"49 m2(36x13,8)",22649657,17/03/2025,4,Sổ hồng,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,6 tỷ 950 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ngoc-thuy-long-bien-dt49m2-3t-mt-3-6-gia-chao-6-95-ty-dam-phan-id22649657
51 m2,"51 m2(4,2x12,1)",22646585,17/03/2025,3,Sổ hồng,2,"Đặng Vũ Hỷ, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,7 tỷ 780 triệu,"Bán Nhà hẻm, ngõ Đặng Vũ Hỷ",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/dang-vu-hy-thanh-am-thuong-thanh-dt-51m2-2t-mt4-2-gia-chao-7-78-ty-id22646585
316 m2,316 m2(20x16),22644039,17/03/2025,5,Sổ hồng,4,"Bùi Thiện Ngộ, Phường Giang Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,55 tỷ,"Bán Biệt thự, liền kề Bùi Thiện Ngộ",https://mogi.vn/quan-long-bien/mua-nha-biet-thu-lien-ke/biet-thu-khu-dtvh-dt-316-m2-4t-mt-20-m-lo-goc-gia-chao-55-ty-giang-b-id22644039
228 m2,"228 m2(13x17,6)",22622433,17/03/2025,3,Sổ hồng,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,32 tỷ 500 triệu,"Bán Biệt thự, liền kề Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-biet-thu-lien-ke/can-b-a-n-nhanh-can-biet-thu-ngoc-thuy-long-bien-dt228m2-2t-mt-13-id22622433
112 m2,"112 m2(6x18,6)",22631963,17/03/2025,,Sổ hồng,,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0968583536,Gửi tin nhắn,25 tỷ 200 triệu,Bán Đất thổ cư Ngọc Thụy,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ngoc-thuy-long-bien-can-b-a-n-nhanh-lo-dat-cuc-dep-hiem-dt-112-dat-mt-id22631963
