Ngày đăng,Pháp lý,Diện tích đất,Nhà tắm,Phòng ngủ,Diện tích sử dụng,Mã BĐS,address,price
2024-02-02,sổ hồng,38 m2,4.0,5.0,38 m2,22466799,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 468 triệu
2024-02-02,sổ đỏ,"40 m2(4,8x8)",4.0,5.0,40 m2,22460295,"Kim Quan, Phường Việt Hưng, Quận Long Biên, Hà Nội",3 tỷ 600 triệu
2024-02-02,sổ hồng,33 m2,3.0,4.0,33 m2,22466802,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",2 tỷ 900 triệu
2024-02-02,sổ hồng,"31 m2(3,2x10)",3.0,3.0,31 m2,22473195,"Ngô Gia Tự, Phường Thượng Thanh, Quận Long Biên, Hà Nội",2 tỷ 400 triệu
2024-02-02,sổ đỏ,"35 m2(3,8x9)",3.0,4.0,35 m2,22458528,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",3 tỷ
2024-02-02,sổ đỏ,52 m2(4x13),3.0,4.0,52 m2,22475064,"Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",3 tỷ 400 triệu
2024-02-02,sổ đỏ,50 m2(5x10),3.0,3.0,50 m2,22475581,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",3 tỷ 400 triệu
2024-02-02,sổ đỏ,"54 m2(4,2x16,8)",3.0,4.0,54 m2,22376625,"Trường Lâm, Phường Đức Giang, Quận Long Biên, Hà Nội",5 tỷ 200 triệu
2024-02-02,sổ hồng,30 m2(5x6),5.0,6.0,30 m2,22464627,"Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",3 tỷ 400 triệu
2024-02-02,sổ hồng,41 m2,4.0,5.0,43 m2,22455192,"Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",4 tỷ 100 triệu
2024-02-02,sổ hồng,37 m2,3.0,4.0,39 m2,22456362,"An Trai, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 50 triệu
2024-02-02,sổ hồng,35 m2,4.0,4.0,35 m2,22474016,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",2 tỷ 950 triệu
2024-02-02,sổ hồng,"47 m2(3,5x13,4)",3.0,4.0,47 m2,22449341,"Đức Giang, Phường Thượng Thanh, Quận Long Biên, Hà Nội",3 tỷ 300 triệu
2024-02-02,sổ hồng,40 m2(1x1),4.0,6.0,40 m2,22456366,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",4 tỷ 50 triệu
2024-02-02,sổ đỏ,"30 m2(4,4x7)",2.0,2.0,30 m2,22442313,"Ô Cách, Phường Đức Giang, Quận Long Biên, Hà Nội",2 tỷ 100 triệu
2024-02-02,sổ đỏ,"40 m2(3,5x13)",2.0,2.0,40 m2,22428311,"Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",2 tỷ 200 triệu
2024-02-02,sổ đỏ,"82 m2(4,5x18,2)",4.0,5.0,82 m2,22410712,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",4 tỷ 500 triệu
2024-02-02,sổ đỏ,"62 m2(3,5x17,7)",3.0,5.0,62 m2,22402187,"Ô Cách, Phường Đức Giang, Quận Long Biên, Hà Nội",5 tỷ 600 triệu
2024-02-02,sổ hồng,33 m2,4.0,4.0,33 m2,22475484,"Đường 32, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 700 triệu
2024-02-02,sổ đỏ,"57 m2(4,2x13,6)",3.0,4.0,57 m2,22378666,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",4 tỷ 200 triệu
2024-02-02,sổ hồng,52 m2(4x13),4.0,4.0,52 m2,22377275,"Kẻ Tạnh, Phường Giang Biên, Quận Long Biên, Hà Nội",3 tỷ 400 triệu
2024-02-02,sổ đỏ,39 m2(4x10),3.0,4.0,39 m2,22458246,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",2 tỷ 800 triệu
2024-02-02,sổ đỏ,"33 m2(3,6x9,1)",3.0,4.0,33 m2,22458242,"Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội",3 tỷ 100 triệu
2024-02-02,sổ hồng,33 m2(1x1),4.0,4.0,33 m2,22474014,"Đường 32, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 780 triệu
2024-02-02,sổ hồng,36 m2(4x9),4.0,5.0,36 m2,22458535,"Nguyễn Lam, Phường Phúc Đồng, Quận Long Biên, Hà Nội",3 tỷ 600 triệu
2024-02-02,sổ đỏ,"77 m2(3,5x22)",3.0,6.0,77 m2,22450038,"Kim Quan, Phường Việt Hưng, Quận Long Biên, Hà Nội",3 tỷ 800 triệu
2024-02-02,sổ đỏ,73 m2(5x15),2.0,2.0,73 m2,22421891,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",4 tỷ 700 triệu
2024-02-02,sổ hồng,33 m2(1x1),6.0,5.0,31 m2,22464403,"Đường 32, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",4 tỷ 900 triệu
2024-02-02,sổ hồng,35 m2,4.0,4.0,35 m2,22460229,"Di Ái, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 800 triệu
2024-02-02,sổ đỏ,"50 m2(3,5x16)",2.0,4.0,50 m2,22461982,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",4 tỷ 100 triệu
2024-02-02,sổ hồng,35 m2(1x1),3.0,4.0,34 m2,22458443,"Di Ái, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 750 triệu
2024-02-02,sổ hồng,"34 m2(4,7x7,5)",4.0,5.0,34 m2,22443545,"Hoa Lâm, Phường Việt Hưng, Quận Long Biên, Hà Nội",3 tỷ 300 triệu
2024-02-02,sổ hồng,40 m2(1x1),4.0,5.0,40 m2,22458445,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 468 triệu
2024-02-02,sổ đỏ,39 m2(4x10),3.0,4.0,39 m2,22446894,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",2 tỷ 800 triệu
2024-02-02,sổ hồng,39 m2(1x1),4.0,6.0,39 m2,22459329,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",4 tỷ 50 triệu
2024-02-02,sổ đỏ,"30 m2(3,6x9)",3.0,4.0,30 m2,22442376,"Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội",2 tỷ 600 triệu
2024-02-02,sổ hồng,35 m2(1x1),3.0,4.0,35 m2,22457059,"Di Ái, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 750 triệu
2024-02-02,sổ đỏ,"47 m2(5,5x9)",3.0,4.0,47 m2,22429715,"Nguyễn Văn Linh, Phường Sài Đồng, Quận Long Biên, Hà Nội",3 tỷ 600 triệu
2024-02-02,sổ hồng,37 m2(1x1),3.0,4.0,37 m2,22459331,"An Trai, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 50 triệu
2024-02-02,sổ hồng,35 m2(1x1),3.0,4.0,35 m2,22460226,"Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",2 tỷ 900 triệu
2024-02-02,sổ hồng,35 m2(1x1),3.0,3.0,35 m2,22458452,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",2 tỷ 900 triệu
2024-02-02,sổ hồng,38 m2,4.0,5.0,38 m2,22464404,"Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 468 triệu
2024-02-02,sổ đỏ,"32 m2(3,2x10)",4.0,4.0,32 m2,22462819,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",2 tỷ 800 triệu
2024-02-02,sổ hồng,33 m2(1x1),4.0,4.0,33 m2,22465487,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 100 triệu
2024-02-02,sổ hồng,30 m2,3.0,4.0,30 m2,22457040,"thôn Ngãi Cầu, Xã An Khánh, Huyện Hoài Đức, Hà Nội",2 tỷ 400 triệu
2024-02-02,sổ đỏ,"39 m2(3,3x12)",3.0,5.0,39 m2,22476528,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",3 tỷ 50 triệu
2024-02-02,sổ đỏ,36 m2(8x5),4.0,5.0,36 m2,22461651,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",3 tỷ 200 triệu
2024-02-02,sổ đỏ,"60 m2(3,6x17)",3.0,4.0,60 m2,22476207,"Kim Quan Thượng, Phường Việt Hưng, Quận Long Biên, Hà Nội",3 tỷ 900 triệu
2024-02-02,sổ hồng,31 m2,4.0,4.0,31 m2,22457048,"Di Ái, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 600 triệu
2024-02-02,sổ hồng,35 m2(1x1),4.0,4.0,35 m2,22457045,"Phố Trịnh Văn Bô, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",3 tỷ 400 triệu
2024-02-02,sổ hồng,37 m2,3.0,4.0,37 m2,22457051,"An Trai, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ
2024-02-02,sổ hồng,37 m2(1x1),3.0,5.0,37 m2,22457055,"Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",2 tỷ 950 triệu
2024-02-02,sổ đỏ,"38 m2(3,2x12)",3.0,4.0,38 m2,22476227,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",3 tỷ 600 triệu
2024-02-02,sổ đỏ,"40 m2(4,8x9)",4.0,4.0,40 m2,22476520,"Kim Quan Thượng, Phường Việt Hưng, Quận Long Biên, Hà Nội",3 tỷ 500 triệu
2024-02-02,sổ hồng,35 m2(1x1),3.0,4.0,35 m2,22457057,"Di Ái, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 650 triệu
2024-02-02,sổ hồng,30 m2(5x6),2.0,2.0,30 m2,22461978,"Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",2 tỷ 300 triệu
2024-02-02,sổ hồng,45 m2,3.0,5.0,45 m2,22464064,"An Trai, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 950 triệu
2024-02-02,sổ hồng,30 m2,4.0,4.0,30 m2,22464066,"Đường 32, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 700 triệu
2024-02-02,sổ hồng,"44 m2(4,1x11)",3.0,4.0,44 m2,22391063,"Đức Giang, Phường Thượng Thanh, Quận Long Biên, Hà Nội",3 tỷ 600 triệu
2024-02-02,sổ hồng,40 m2(1x1),3.0,4.0,39 m2,22470038,"Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",4 tỷ 199 triệu
2024-02-02,sổ hồng,42 m2(1x1),3.0,5.0,42 m2,22471431,"An Trai, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 950 triệu
2024-02-02,sổ hồng,35 m2,4.0,4.0,35 m2,22470040,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",2 tỷ 860 triệu
2024-02-02,sổ đỏ,"50 m2(4x12,5)",3.0,4.0,50 m2,22450672,"Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",3 tỷ 300 triệu
2024-02-02,sổ hồng,33 m2,3.0,4.0,33 m2,22469405,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",2 tỷ 900 triệu
2024-02-02,sổ hồng,40 m2(1x1),3.0,4.0,38 m2,22468965,"Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",4 tỷ 299 triệu
2024-02-02,sổ hồng,"54 m2(15,4x12)",4.0,6.0,54 m2,22389318,"Ô Cách, Phường Đức Giang, Quận Long Biên, Hà Nội",3 tỷ 800 triệu
2024-02-02,sổ hồng,33 m2,5.0,4.0,33 m2,22469402,"Đường 32, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",4 tỷ 900 triệu
2024-02-02,sổ hồng,38 m2,3.0,5.0,38 m2,22469403,"Di Ái, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",3 tỷ 200 triệu
2024-02-02,sổ hồng,41 m2(1x1),3.0,5.0,41 m2,22467385,"Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 500 triệu
2024-02-02,sổ hồng,38 m2(1x1),4.0,5.0,37 m2,22472106,"Di Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 200 triệu
2024-02-02,sổ hồng,36 m2,3.0,5.0,36 m2,22457061,"Trịnh Văn Bô, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 950 triệu
2024-02-02,sổ hồng,38 m2(1x1),4.0,5.0,38 m2,22466804,"Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 468 triệu
2024-02-02,sổ hồng,33 m2(1x1),4.0,4.0,33 m2,22475487,"An Trai, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",2 tỷ 890 triệu
2024-02-02,sổ hồng,40 m2(1x1),3.0,5.0,44 m2,22475489,"An Trai, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 950 triệu
2024-02-02,sổ hồng,37 m2(1x1),3.0,3.0,37 m2,22472398,"Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",2 tỷ 950 triệu
2024-02-02,sổ hồng,31 m2(1x1),4.0,4.0,31 m2,22470876,"Di Ái, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 780 triệu
2024-02-02,sổ hồng,35 m2,4.0,4.0,35 m2,22475482,"HUD Vân Canh, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 500 triệu
2024-02-02,sổ hồng,31 m2,4.0,4.0,31 m2,22472109,"Di Ái, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",2 tỷ 779 triệu
2024-02-02,sổ hồng,40 m2(1x1),3.0,4.0,40 m2,22472399,"Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",4 tỷ 200 triệu
2024-02-02,sổ hồng,30 m2,3.0,4.0,29 m2,22470041,"HUD Vân Canh, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",3 tỷ 160 triệu
2024-02-02,sổ đỏ,"40 m2(4,5x9)",4.0,5.0,40 m2,22447346,"Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",5 tỷ 100 triệu
2024-02-02,sổ hồng,34 m2(34x10),4.0,5.0,34 m2,22473217,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",3 tỷ 200 triệu
2024-02-01,sổ đỏ,50 m2(4x12),4.0,4.0,50 m2,22097314,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",6 tỷ 400 triệu
2024-02-01,sổ đỏ,50 m2(5x10),6.0,5.0,50 m2,22343562,"Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",12 tỷ
2024-02-01,sổ đỏ,50 m2(4x13),6.0,5.0,50 m2,22087236,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",8 tỷ 800 triệu
2024-02-01,sổ đỏ,50 m2(5x10),5.0,5.0,50 m2,21974442,"Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",9 tỷ 500 triệu
2024-02-01,sổ đỏ,"36 m2(3,5x10)",4.0,4.0,36 m2,21698804,"Hữu Hưng, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",3 tỷ 600 triệu
2024-02-01,sổ hồng,"30 m2(3,3x9)",3.0,4.0,,22469325,"Tô Hiệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",4 tỷ 450 triệu
2024-02-01,sổ đỏ,"33 m2(3,6x9)",4.0,3.0,33 m2,21696636,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",3 tỷ 500 triệu
2024-02-01,sổ hồng,"30 m2(3,7x8,1)",4.0,3.0,,22477902,"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",4 tỷ 500 triệu
2024-02-01,sổ hồng,"43 m2(4,5x9,5)",3.0,3.0,,22436484,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",6 tỷ
2024-02-01,sổ hồng,50 m2(4x12),4.0,4.0,,22436471,"Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",9 tỷ 100 triệu
2024-02-01,sổ hồng,"42 m2(3,8x11)",2.0,2.0,,22467297,"Bà Triệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",3 tỷ 900 triệu
2024-02-01,sổ đỏ,"36 m2(3,5x10)",3.0,3.0,36 m2,22465539,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",2 tỷ 600 triệu
2024-02-01,sổ đỏ,"33 m2(3,6x9,5)",3.0,3.0,33 m2,21685200,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",2 tỷ 500 triệu
2024-02-01,sổ hồng,43 m2(4x11),4.0,4.0,,22465493,"Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",6 tỷ 500 triệu
2024-02-01,sổ hồng,"70 m2(3,5x20)",2.0,3.0,,22466452,"Lê Hồng Phong, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",6 tỷ 500 triệu
2024-02-01,sổ đỏ,60 m2(5x12),3.0,4.0,60 m2,21950725,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7 tỷ 800 triệu
2024-02-01,sổ hồng,"50 m2(4x12,5)",5.0,4.0,,22472496,"Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",12 tỷ 200 triệu
2024-02-01,sổ hồng,"46 m2(13x3,5)",2.0,2.0,90 m2,22468891,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",14 tỷ 600 triệu
2024-02-01,sổ hồng,"90 m2(4,5x19)",4.0,5.0,350 m2,22425616,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",13 tỷ 100 triệu
2024-02-01,sổ hồng,40 m2(3x14),4.0,6.0,,22426536,"Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",6 tỷ
2024-02-01,sổ hồng,39 m2(5x8),4.0,4.0,,22470034,"Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",7 tỷ 800 triệu
2024-02-01,sổ đỏ,"42 m2(4,5x9)",2.0,4.0,,22422870,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",4 tỷ
2024-02-01,sổ đỏ,"39 m2(3,6x11)",1.0,2.0,,22422914,"Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",4 tỷ 950 triệu
2024-02-01,sổ hồng,50 m2(5x10),6.0,4.0,,22433517,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",13 tỷ 800 triệu
2024-02-01,sổ hồng,"53 m2(3,8x14)",4.0,5.0,,22431143,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",5 tỷ 650 triệu
2024-02-01,sổ đỏ,40 m2(4x10),4.0,5.0,40 m2,22042361,"Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",3 tỷ 100 triệu
2024-02-01,sổ đỏ,"50 m2(4x12,5)",4.0,4.0,50 m2,21978781,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",6 tỷ 300 triệu
2024-02-01,sổ đỏ,"32 m2(3,5x9)",4.0,3.0,32 m2,22076225,"Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",2 tỷ 700 triệu
2024-02-01,sổ hồng,"40 m2(3,5x12)",3.0,3.0,,22464405,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",5 tỷ
2024-02-01,sổ đỏ,50 m2(4x12),4.0,4.0,50 m2,22096264,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",8 tỷ 400 triệu
2024-02-01,sổ đỏ,"33 m2(3,5x10)",4.0,3.0,33 m2,22076058,"Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",3 tỷ 500 triệu
2024-02-01,sổ đỏ,130 m2(6x22),48.0,48.0,130 m2,22102776,"Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",33 tỷ
2024-02-01,sổ đỏ,"35 m2(3,5x10)",3.0,3.0,35 m2,22085041,"Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",2 tỷ 600 triệu
2024-02-01,sổ đỏ,50 m2(4x12),14.0,14.0,50 m2,22096332,"Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",7 tỷ 100 triệu
2024-02-01,sổ đỏ,40 m2(4x10),4.0,4.0,40 m2,22337878,"Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",4 tỷ 100 triệu
2024-02-01,sổ đỏ,"40 m2(3,5x12)",4.0,5.0,40 m2,22337929,"Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",4 tỷ 500 triệu
2024-02-01,sổ đỏ,"33 m2(3,5x9)",3.0,3.0,33 m2,22337907,"Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",2 tỷ 800 triệu
2024-02-01,sổ đỏ,"45 m2(3,5x12)",4.0,4.0,45 m2,22465601,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",3 tỷ 900 triệu
2024-02-01,sổ đỏ,50 m2(5x10),6.0,4.0,50 m2,22463742,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",13 tỷ
2024-02-01,sổ đỏ,"33 m2(4x8,5)",4.0,3.0,33 m2,21786994,"Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",2 tỷ 800 triệu
2024-02-01,sổ hồng,"32 m2(3,8x9)",3.0,4.0,,22442154,"Lê Lợi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",4 tỷ 750 triệu
2024-02-01,sổ hồng,"30 m2(3,1x10)",3.0,3.0,,22441797,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",4 tỷ 900 triệu
2024-02-01,sổ đỏ,"33 m2(3,5x9)",4.0,3.0,33 m2,21909874,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",3 tỷ 500 triệu
2024-02-01,sổ hồng,"29 m2(3,6x7,9)",2.0,3.0,,22455173,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",3 tỷ 350 triệu
2024-02-01,sổ hồng,43 m2(43x13),3.0,3.0,,22464261,"Lương Ngọc Quyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",5 tỷ 200 triệu
2024-02-01,sổ hồng,"31 m2(3,5x10)",3.0,3.0,,22466311,"Lê Trọng Tấn, Phường Quang Trung, Quận Hà Đông, Hà Nội",4 tỷ 100 triệu
2024-02-01,sổ hồng,"50 m2(3,5x15)",3.0,4.0,,22465266,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",8 tỷ 950 triệu
2024-02-01,sổ hồng,"74 m2(3,4x22)",3.0,4.0,,22463439,"Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",15 tỷ 900 triệu
2024-02-01,sổ đỏ,"50 m2(4x12,5)",5.0,5.0,50 m2,22343296,"Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",10 tỷ 200 triệu
2024-02-01,sổ hồng,"30 m2(3,6x9)",3.0,3.0,,22462826,"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",4 tỷ 500 triệu
2024-02-01,sổ hồng,"50 m2(15x3,3)",3.0,4.0,,22458259,"Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",7 tỷ 800 triệu
2024-02-01,sổ hồng,37 m2(5x7),2.0,2.0,,22455577,"Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội",7 tỷ 600 triệu
2024-02-01,sổ đỏ,120 m2(8x15),35.0,35.0,120 m2,22104078,"Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",21 tỷ
2024-02-01,sổ đỏ,40 m2(3x11),4.0,4.0,40 m2,22342578,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",4 tỷ 350 triệu
2024-02-01,sổ đỏ,"33 m2(3,5x9,2)",4.0,3.0,33 m2,22348070,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",3 tỷ 200 triệu
2024-02-01,sổ đỏ,"35 m2(3,5x10)",4.0,3.0,35 m2,22098154,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",3 tỷ 900 triệu
2024-02-01,sổ đỏ,60 m2(5x12),16.0,16.0,60 m2,22088843,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",8 tỷ 500 triệu
2024-02-01,sổ đỏ,"35 m2(3,5x10)",4.0,4.0,35 m2,22350477,"Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",4 tỷ 400 triệu
2024-02-01,sổ đỏ,50 m2(4x13),5.0,5.0,50 m2,22087211,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",10 tỷ 300 triệu
2024-02-01,sổ đỏ,"35 m2(3,5x9)",4.0,4.0,35 m2,22097523,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",4 tỷ
2024-02-01,sổ đỏ,55 m2(4x14),14.0,14.0,55 m2,22089398,"Đường 19 Tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội",8 tỷ 800 triệu
2024-02-01,sổ đỏ,55 m2(5x11),15.0,15.0,55 m2,22088774,"Đường 19 Tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội",9 tỷ
2024-02-01,sổ đỏ,"32 m2(3,5x9,2)",3.0,3.0,32 m2,21936521,"Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",3 tỷ 200 triệu
2024-02-01,sổ đỏ,"33 m2(3,5x9)",4.0,3.0,33 m2,21782433,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",3 tỷ 600 triệu
2024-02-01,sổ đỏ,45 m2(4x11),4.0,4.0,45 m2,21955915,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",3 tỷ 800 triệu
2024-02-01,sổ hồng,"30 m2(4,6x7)",2.0,3.0,,22452318,"Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",8 tỷ 600 triệu
2024-02-01,sổ đỏ,"35 m2(3,5x10)",4.0,4.0,35 m2,22094116,"Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",2 tỷ 600 triệu
2024-02-01,sổ đỏ,"33 m2(3,5x9)",4.0,3.0,33 m2,22343205,"Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",2 tỷ 550 triệu
2024-02-01,sổ hồng,35 m2(6x6),3.0,4.0,,22466929,"Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",7 tỷ 600 triệu
2024-02-01,sổ đỏ,"38 m2(3,5x11)",4.0,3.0,38 m2,22076128,"Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",3 tỷ 600 triệu
