Diện tích sử dụng,address,Phòng ngủ,Nhà tắm,Mã BĐS,Diện tích đất,price,Ngày đăng,Pháp lý
28 m2,"Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",3,3,22668339,"28 m2(5,6x7)",6 tỷ,03/04/2025,Sổ đỏ
25 m2,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",3,3,22668141,"25 m2(3,2x7)",5 tỷ 600 triệu,03/04/2025,Sổ đỏ
30 m2,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",3,3,22668288,30 m2(3x9),4 tỷ 550 triệu,03/04/2025,Sổ đỏ
30 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",4,3,22668302,30 m2(3x10),5 tỷ 600 triệu,03/04/2025,Sổ đỏ
32 m2,"Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",3,3,22674101,"32 m2(3,5x9)",7 tỷ 600 triệu,03/04/2025,Sổ đỏ
20 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",3,3,22668480,"20 m2(3,6x6)",2 tỷ 100 triệu,03/04/2025,Hợp đồng mua bán
40 m2,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",3,3,22668516,"40 m2(3,6x12)",6 tỷ 700 triệu,03/04/2025,Sổ đỏ
47 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",4,3,22670245,"47 m2(3,4x10)",10 tỷ 600 triệu,03/04/2025,Sổ đỏ
51 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",4,4,22670251,"51 m2(3,9x13)",10 tỷ 500 triệu,03/04/2025,Sổ đỏ
51 m2,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",7,7,22668519,"51 m2(3,2x10)",10 tỷ 400 triệu,03/04/2025,Sổ đỏ
38 m2,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",3,4,22671141,"38 m2(4,8x6)",7 tỷ 700 triệu,03/04/2025,Sổ đỏ
33 m2,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",3,4,22671144,"33 m2(3,3x10)",7 tỷ 800 triệu,03/04/2025,Sổ đỏ
50 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",5,4,22672260,"50 m2(3,4x10)",11 tỷ 700 triệu,03/04/2025,Sổ đỏ
106 m2,"Ngọc Khánh, Phường Giảng Võ, Quận Ba Đình, Hà Nội",9,9,22672984,"106 m2(14x7,5)",69960 tỷ,03/04/2025,Sổ đỏ
110 m2,"Trúc Bạch, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",16,16,22673356,110 m2(6x18),86900 tỷ,03/04/2025,Sổ đỏ
25 m2,"Quỳnh Mai, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",1,1,22672320,"25 m2(3,5x7)",799 triệu,03/04/2025,Hợp đồng mua bán
16 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",2,2,22674209,"16 m2(3x5,5)",2 tỷ 50 triệu,03/04/2025,Sổ đỏ
58 m2,"Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",5,4,22673706,"58 m2(4,7x14)",14 tỷ 500 triệu,03/04/2025,Sổ đỏ
60 m2,"Đồng Cổ, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",5,4,22672325,"60 m2(4,6x14)",15 tỷ,03/04/2025,Sổ đỏ
92 m2,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",1,9,22672995,"112 m2(6,6x14)",69 tỷ 440 triệu,03/04/2025,Sổ đỏ
50 m2,"Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",6,6,22675252,50 m2(4x12),11 tỷ,03/04/2025,Sổ đỏ
58 m2,"Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",4,5,22675436,"58 m2(4,7x12)",26 tỷ,03/04/2025,Sổ đỏ
64 m2,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",4,4,22675016,64 m2(6x10),17 tỷ 900 triệu,03/04/2025,Sổ đỏ
500 m2,"An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",,,22668578,"500 m2(13,8x29,6)",13 tỷ,03/04/2025,Giấy tờ hợp lệ
72 m2,"Phố Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",10,10,22657884,72 m2(4x18),14 tỷ 500 triệu,03/04/2025,Sổ đỏ
52 m2,"Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",4,5,22657215,"52 m2(4,8x11)",21 tỷ,03/04/2025,Sổ đỏ
105 m2,"Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",5,7,22664982,"105 m2(4,1x25)",15 tỷ 500 triệu,03/04/2025,Sổ đỏ
50 m2,"An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",4,5,22651116,50 m2(4x13),13 tỷ 900 triệu,03/04/2025,Sổ đỏ
45 m2,"Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",4,4,22669980,"45 m2(3,5x13)",16 tỷ 800 triệu,03/04/2025,Sổ đỏ
71 m2,"Nghi Tàm, Phường Quảng An, Quận Tây Hồ, Hà Nội",3,3,22671846,71 m2(4x18),12 tỷ 300 triệu,03/04/2025,Sổ đỏ
386 m2,"Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội",,,22673134,386 m2(7x55),20 tỷ,03/04/2025,Hợp đồng mua bán
31 m2,"Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",3,4,22673596,"31 m2(3,2x10)",7 tỷ 400 triệu,03/04/2025,Sổ đỏ
282 m2,"Quảng Khánh, Phường Quảng An, Quận Tây Hồ, Hà Nội",20,26,22663796,282 m2(14x20),285 tỷ,03/04/2025,Sổ đỏ
63 m2,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",6,7,22650199,"140 m2(6x16,5)",38 tỷ,03/04/2025,Sổ đỏ
68 m2,"Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",6,5,22648813,"68 m2(4,1x16,6)",22 tỷ 500 triệu,03/04/2025,Sổ đỏ
78 m2,"Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",10,6,22665875,"78 m2(4,7x17)",15 tỷ 700 triệu,03/04/2025,Giấy tờ hợp lệ
55 m2,"Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",4,5,22655314,"48 m2(3,8x13)",22 tỷ 999 triệu,03/04/2025,Sổ đỏ
60 m2,"Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",6,6,22672835,"60 m2(4,7x12,6)",20 tỷ 200 triệu,03/04/2025,Sổ đỏ
237 m2,"Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",4,3,22675439,"79 m2(5,2x14,5)",17 tỷ 500 triệu,03/04/2025,Sổ đỏ
74 m2,"Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",2,2,22675901,74 m2(5x15),3 tỷ 860 triệu,03/04/2025,Sổ đỏ
60 m2,"Nguyễn Ngọc Vũ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",5,4,22671476,60 m2(4x15),15 tỷ 500 triệu,03/04/2025,Sổ đỏ
88 m2,"Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",4,6,22675816,88 m2(8x11),32 tỷ,03/04/2025,Sổ đỏ
60 m2,"Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",6,5,22672785,60 m2(4x15),14 tỷ 800 triệu,03/04/2025,Sổ đỏ
37 m2,"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",3,4,22675956,"37 m2(3,7x10)",12 tỷ,03/04/2025,Sổ đỏ
74 m2,"Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",2,1,22675974,74 m2(5x14),3 tỷ 680 triệu,03/04/2025,Sổ đỏ
39 m2,"Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22675544,"39 m2(3,8x10)",10 tỷ 890 triệu,02/04/2025,Sổ đỏ
24 m2,"Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",2,2,22675969,24 m2(3x8),2 tỷ 350 triệu,03/04/2025,Hợp đồng mua bán
38 m2,"Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",5,5,22675526,"32 m2(3,5x9,8)",6 tỷ 790 triệu,02/04/2025,Sổ đỏ
32 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22675537,"32 m2(3,6x9)",6 tỷ 650 triệu,02/04/2025,Sổ đỏ
62 m2,"Phan Chu Trinh, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",5,5,22675702,63 m2(5x12),53 tỷ 900 triệu,02/04/2025,Sổ đỏ
120 m2,"Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",9,,22675999,"120 m2(5,5x21,8)",75 tỷ,03/04/2025,Sổ đỏ
84 m2,"Hồ Mễ Trì, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",3,2,22675690,,5 tỷ 950 triệu,02/04/2025,Hợp đồng mua bán
75 m2,"Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",4,3,22675455,75 m2(5x15),17 tỷ,02/04/2025,Sổ đỏ
30 m2,"Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",3,,22675952,"30 m2(3,8x7,9)",7 tỷ 600 triệu,03/04/2025,Sổ đỏ
140 m2,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",1,1,22673195,140 m2,28 tỷ,01/04/2025,Sổ đỏ
100 m2,"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",14,10,22675750,100 m2(8x12),14 tỷ,02/04/2025,Sổ đỏ
70 m2,"Đại Thành, Xã Cộng Hòa, Huyện Quốc Oai, Hà Nội",4,3,22675729,"70 m2(6,5x10,7)",4 tỷ 300 triệu,02/04/2025,Sổ đỏ
260 m2,"Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",45,45,22673505,,57 tỷ,01/04/2025,Sổ đỏ
46 m2,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",5,4,22672578,"46 m2(3,6x12,8)",13 tỷ 800 triệu,01/04/2025,Sổ đỏ
2000 m2,"Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",70,70,22670695,250 m2,70 tỷ,01/04/2025,Sổ đỏ
180 m2,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",35,35,22673488,,35 tỷ,01/04/2025,Sổ đỏ
1000 m2,"Kim Mã, Phường Giảng Võ, Quận Ba Đình, Hà Nội",,1,22670696,1000 m2,230 tỷ,01/04/2025,Sổ đỏ
55 m2,"Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",1,1,22669507,55 m2,14 tỷ,01/04/2025,Sổ đỏ
220 m2,"Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",35,35,22673497,,45 tỷ,01/04/2025,Sổ đỏ
350 m2,"Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",5,5,22670075,65 m2(5x14),23 tỷ,01/04/2025,Sổ đỏ
230 m2,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",,,22669742,230 m2,85 tỷ,01/04/2025,Sổ đỏ
180 m2,"Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",33,33,22673482,,32 tỷ,01/04/2025,Sổ đỏ
400 m2,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",,,22667751,400 m2,90 tỷ,01/04/2025,Sổ đỏ
1350 m2,"Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",,9,22667729,150 m2(10x15),60 tỷ,01/04/2025,Sổ đỏ
147 m2,"Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",42,42,22673833,,27 tỷ,01/04/2025,Sổ đỏ
600 m2,"Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",7,7,22673197,120 m2,46 tỷ,01/04/2025,Sổ đỏ
100 m2,"Nguyễn Trãi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",7,5,22664953,100 m2,31 tỷ,01/04/2025,Sổ đỏ
770 m2,"Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",,7,22667747,110 m2,30 tỷ,01/04/2025,Sổ đỏ
156 m2,"Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",35,35,22673835,,28 tỷ,01/04/2025,Sổ đỏ
70 m2,"Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",5,5,22664957,70 m2,35 tỷ,01/04/2025,Sổ đỏ
150 m2,"Mạc Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",15,15,22666841,150 m2,55 tỷ,01/04/2025,Sổ đỏ
90 m2,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",1,1,22674363,90 m2,45 tỷ,01/04/2025,Sổ đỏ
2000 m2,"Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",,10,22667726,200 m2,80 tỷ,01/04/2025,Sổ đỏ
170 m2,"Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",4,40,22673837,,31 tỷ,01/04/2025,Sổ đỏ
300 m2,"Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",9,9,22667720,50 m2,9 tỷ 500 triệu,01/04/2025,Sổ đỏ
1350 m2,"Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",31,31,22673477,150 m2,30 tỷ,01/04/2025,Sổ đỏ
1500 m2,"Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",32,32,22673469,150 m2,35 tỷ,01/04/2025,Sổ đỏ
130 m2,"Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội",29,29,22673472,130 m2,23 tỷ,01/04/2025,Sổ đỏ
200 m2,"Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",4,4,22673210,58 m2(5x11),8 tỷ,01/04/2025,Sổ đỏ
1700 m2,"Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",30,30,22673466,190 m2(10x19),40 tỷ,01/04/2025,Sổ đỏ
150 m2,"Hoàng Hoa Thám, Phường Bưởi, Quận Tây Hồ, Hà Nội",35,35,22672335,,30 tỷ,01/04/2025,Không xác định
700 m2,"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",10,5,22665645,101 m2,35 tỷ 500 triệu,01/04/2025,Sổ hồng
100 m2,"Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",23,23,22673840,,26 tỷ,01/04/2025,Sổ đỏ
142 m2,"Hoàng Hoa Thám, Phường Bưởi, Quận Tây Hồ, Hà Nội",32,32,22672334,,35 tỷ,01/04/2025,Không xác định
147 m2,"Đặng Thai Mai, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",5,5,22666247,147 m2,42 tỷ,01/04/2025,Sổ đỏ
180 m2,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",,,22670652,180 m2,70 tỷ,01/04/2025,Sổ đỏ
150 m2,"Mạc Thái Tổ, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",25,25,22667466,100 m2(10x15),35 tỷ,01/04/2025,Sổ đỏ
100 m2,"Mạc Thái Tổ, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",20,20,22667469,100 m2,28 tỷ,01/04/2025,Sổ đỏ
300 m2,"Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",,,22664227,59 m2,33 tỷ,01/04/2025,Sổ đỏ
100 m2,"Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",35,35,22664950,,28 tỷ,01/04/2025,Sổ đỏ
600 m2,"Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",,,22664211,120 m2,41 tỷ,01/04/2025,Sổ đỏ
80 m2,"Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",21,21,22673839,,23 tỷ,01/04/2025,Sổ đỏ
800 m2,"Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội",20,20,22667947,100 m2,18 tỷ,01/04/2025,Sổ đỏ
90 m2,"Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",32,32,22664560,,23 tỷ,01/04/2025,Sổ đỏ
150 m2,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",,,22673194,150 m2,30 tỷ,01/04/2025,Sổ đỏ
350 m2,"Phố Tây Sơn, Phường Nam Đồng, Quận Đống Đa, Hà Nội",7,7,22668035,50 m2(5x10),20 tỷ,01/04/2025,Sổ đỏ
130 m2,"Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",10,10,22666838,130 m2,53 tỷ,01/04/2025,Sổ hồng
90 m2,"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",5,5,22666499,90 m2,13 tỷ 500 triệu,01/04/2025,Sổ đỏ
80 m2,"Hoàng Ngân, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",,8,22667484,80 m2,32 tỷ,01/04/2025,Sổ đỏ
90 m2,"Thượng Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",26,26,22674263,,26 tỷ,01/04/2025,Sổ đỏ
250 m2,"Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",40,40,22673500,,50 tỷ,01/04/2025,Sổ đỏ
98 m2,"Lương Thế Vinh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",,,22669051,120 m2,15 tỷ,01/04/2025,Sổ đỏ
270 m2,"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",3,3,22669520,85 m2,22 tỷ,01/04/2025,Sổ đỏ
720 m2,"Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",6,6,22669519,120 m2,26 tỷ,01/04/2025,Sổ đỏ
720 m2,"Thượng Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",26,26,22674257,90 m2,26 tỷ,01/04/2025,Sổ đỏ
230 m2,"Nguyễn Ngọc Vũ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",4,4,22675426,"38 m2(3,8x10)",7 tỷ 600 triệu,01/04/2025,Sổ đỏ
70 m2,"Trường Sa, Xã Đông Hội, Huyện Đông Anh, Hà Nội",2,2,22671528,,7 tỷ,01/04/2025,Sổ đỏ
103 m2,"Vũ Trọng Khánh, Phường Mộ Lao, Quận Hà Đông, Hà Nội",3,2,22670336,,8 tỷ 34 triệu,01/04/2025,Sổ đỏ
65 m2,"Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",4,4,22675417,"65 m2(4,5x17,7)",37 tỷ 600 triệu,01/04/2025,Sổ đỏ
780 m2,"Kim Đồng, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",8,5,22675427,"113 m2(4,2x28)",49 tỷ 999 triệu,01/04/2025,Sổ đỏ
69 m2,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",,,22675437,"69 m2(4,5x14)",7 tỷ 800 triệu,01/04/2025,Sổ đỏ
180 m2,"Đường liên thôn, Xã Hợp Thanh, Huyện Mỹ Đức, Hà Nội",,,22675363,180 m2(5x36),1 tỷ 800 triệu,01/04/2025,Sổ đỏ
170 m2,"Thanh Hà, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội",38,38,22675188,169 m2(9x19),158 tỷ,01/04/2025,Sổ đỏ
55 m2,"Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",4,3,22675270,"55 m2(4x13,75)",16 tỷ,01/04/2025,Sổ đỏ
65 m2,"Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",4,5,22675187,"60 m2(5,2x12)",13 tỷ,01/04/2025,Sổ đỏ
60 m2,"Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",2,2,22675347,,2 tỷ,01/04/2025,Hợp đồng mua bán
70 m2,"Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",2,2,22675178,,4 tỷ 650 triệu,01/04/2025,Sổ đỏ
91 m2,"Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",1,1,22673949,"91 m2(8,2x10,8)",12 tỷ 12 triệu,31/03/2025,Sổ đỏ
103 m2,"Vũ Trọng Khánh, Phường Mộ Lao, Quận Hà Đông, Hà Nội",3,2,22674982,,8 tỷ 34 triệu,31/03/2025,Sổ đỏ
34 m2,"Long Biên, Phường Long Biên, Quận Long Biên, Hà Nội",3,4,22675042,"34 m2(3,5x9)",7 tỷ 400 triệu,31/03/2025,Sổ đỏ
120 m2,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",12,13,22675001,120 m2(10x12),41 tỷ,31/03/2025,Sổ đỏ
80 m2,"Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",4,3,22675041,80 m2(5x16),19 tỷ 700 triệu,31/03/2025,Sổ đỏ
216 m2,"Phạm Hùng, Xã Mễ Trì, Quận Nam Từ Liêm, Hà Nội",5,5,22674880,216 m2(12x18),47 tỷ 88 triệu,31/03/2025,Sổ hồng
,"Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",,,22674707,"87 m2(3,5x25)",6 tỷ,31/03/2025,Sổ đỏ
94 m2,"Chiến Thắng, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",,,22674959,95 m2(5x15),19 tỷ,31/03/2025,Sổ đỏ
,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4,2,22674878,40 m2(4x11),13 tỷ 200 triệu,31/03/2025,Sổ đỏ
100 m2,"Đường 23, Xã Kim Chung, Huyện Đông Anh, Hà Nội",,,22674844,100 m2(5x20),8 tỷ,31/03/2025,Sổ hồng
,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",3,3,22674706,"41 m2(5,5x8)",6 tỷ,31/03/2025,Sổ đỏ
37 m2,"Vũ Trọng Khánh, Phường Mộ Lao, Quận Hà Đông, Hà Nội",3,4,22674720,"37 m2(6,5x6)",9 tỷ,30/03/2025,Sổ đỏ
,"Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",2,1,22666319,50 m2(4x13),3 tỷ 500 triệu,30/03/2025,Sổ đỏ
280 m2,"Phố Tây Sơn, Phường Nam Đồng, Quận Đống Đa, Hà Nội",5,5,22667946,70 m2,17 tỷ,30/03/2025,Sổ đỏ
,"Phú Thượng, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",4,3,22674741,"50 m2(4,3x10)",16 tỷ,30/03/2025,Sổ đỏ
108 m2,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",,,22674766,108 m2(6x18),20 tỷ 200 triệu,30/03/2025,Sổ đỏ
70 m2,"Cổ Nhuế, Xã Kim Chung, Huyện Đông Anh, Hà Nội",2,2,22674713,70 m2(5x14),1 tỷ 450 triệu,30/03/2025,Giấy tờ hợp lệ
47 m2,"Cầu Bươu, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội",2,2,22674580,46 m2(5x9),5 tỷ 700 triệu,29/03/2025,Sổ đỏ
,"Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",5,4,22674678,"43 m2(3,5x12)",7 tỷ 700 triệu,29/03/2025,Sổ đỏ
39 m2,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",4,3,22674674,39 m2(4x10),8 tỷ 200 triệu,29/03/2025,Sổ đỏ
182 m2,"Liên Hà, Xã Liên Hà, Huyện Đông Anh, Hà Nội",,,22674594,182 m2(11x17),11 tỷ,29/03/2025,Sổ đỏ
,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",,,22667455,264 m2,59 tỷ,29/03/2025,Sổ đỏ
70 m2,"Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",2,1,22672310,70 m2,13 tỷ 800 triệu,29/03/2025,Sổ đỏ
211 m2,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",6,4,22666011,210 m2,56 tỷ 200 triệu,29/03/2025,Sổ đỏ
80 m2,"Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",22,22,22666969,77 m2,32 tỷ 500 triệu,29/03/2025,Sổ đỏ
85 m2,"Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",4,10,22674567,80 m2,27 tỷ 500 triệu,29/03/2025,Sổ đỏ
198 m2,"Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",,,22663223,200 m2,62 tỷ,29/03/2025,Sổ đỏ
,"Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",4,4,22665994,,12 tỷ,29/03/2025,Sổ đỏ
70 m2,"Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",4,5,22664504,70 m2,32 tỷ,29/03/2025,Sổ đỏ
,"Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",4,4,22665281,270 m2,84 tỷ 780 triệu,29/03/2025,Sổ đỏ
70 m2,"Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",6,5,22662940,70 m2,30 tỷ 900 triệu,29/03/2025,Sổ đỏ
50 m2,"Hữu Hưng, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",6,4,22672696,"59 m2(4,1x13)",7 tỷ,28/03/2025,Sổ đỏ
,"Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",3,2,22671065,"60 m2(3,7x13)",8 tỷ,28/03/2025,Sổ đỏ
,"Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",4,3,22670868,"40 m2(3,4x11)",7 tỷ,28/03/2025,Sổ đỏ
,"Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",3,4,22670786,"60 m2(3,8x12)",13 tỷ 500 triệu,28/03/2025,Sổ đỏ
,"Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",3,3,22669012,"38 m2(3,3x11)",6 tỷ 450 triệu,28/03/2025,Sổ đỏ
,"Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",3,4,22666004,"45 m2(3,6x12)",6 tỷ 600 triệu,28/03/2025,Sổ đỏ
,"Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",6,3,22666556,"60 m2(4,6x12)",10 tỷ 800 triệu,28/03/2025,Sổ đỏ
,"Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",3,2,22670501,"50 m2(4,3x11)",7 tỷ 550 triệu,28/03/2025,Sổ đỏ
